Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2024-05-08,78006.7578125,78102.70708410209,77239.16363968328,77527.01145448955,13089576
2024-05-09,76471.578125,78198.66520937892,76471.578125,77814.86807951693,18759935
2024-05-10,75991.8203125,77814.85640585542,75703.97250828598,77143.21152935605,16976124
2024-05-13,75224.2421875,76663.48151506696,74456.64787946428,76183.73507254464,18652344
2024-05-14,75128.2734375,75608.01975574713,74744.4763829023,75416.12122844828,11763992
2024-05-16,75032.328125,77047.26276774297,74936.37885629795,76951.31349904092,20989778
2024-05-17,74264.734375,75608.02414405685,74072.8358365633,75416.12560562015,15918201
2024-05-20,75703.96875,75895.86727661597,74744.47611692015,74936.37464353612,19456783
2024-05-21,75224.2421875,75799.93791852678,75032.34361049107,75320.19147600446,13690583
2024-05-22,74552.5703125,75512.06285191441,74168.77329673423,74936.36732826577,19521506
2024-05-23,75128.2734375,75895.8675466954,73976.8822737069,74552.57785560345,18728087
2024-05-24,72825.5,73880.9420289855,72633.60144927536,73689.04347826086,27891278
2024-05-27,74072.84375,75032.33654468913,71002.46680699482,72249.80744009068,43825202
2024-05-28,74456.65625,74840.45344716495,73113.36605992269,73401.2139577964,18539072
2024-05-29,72153.84375,75032.32155917553,72153.84375,74552.57525764627,30244875
2024-05-30,70522.71875,72153.85646258504,70522.71875,71770.0593537415,28551273
2024-05-31,70522.71875,71674.11007653062,70522.71875,71482.21152210885,26198776
2024-06-03,72633.6015625,73305.24649108322,71194.36242982166,71386.26098084544,15706268
2024-06-04,72249.8046875,73017.3988940073,71866.00758424636,71866.00758424636,14098053
2024-06-05,74264.734375,74840.42999031008,73689.03875968992,74840.42999031008,23177968
2024-06-07,74168.7890625,75416.12962888098,73976.890513826,75224.23108020698,21189349
2024-06-10,72633.6015625,73497.145042107,72537.6522869881,73017.39866454755,14598755
2024-06-11,72153.84375,72921.4378324468,72057.89448969414,72825.48857214095,16971175
2024-06-12,73401.1875,73976.88308823529,72153.84705882354,72249.79632352942,19246725
2024-06-13,75416.1171875,75799.91422153308,74648.52311943384,75224.21867048346,33763804
2024-06-14,76375.6171875,77239.16059791144,75799.92158055905,76471.5664553235,22926612
2024-06-17,74936.3828125,76279.67264524648,74840.4335387324,75991.82482394367,16123051
2024-06-18,76567.5234375,76951.32054746241,75416.13210761278,75512.08138510339,18207598
2024-06-19,77910.8125,79158.15309421183,77239.16756465517,77814.86322352217,24168863
2024-06-20,78294.59375,78870.28929227941,77910.79672181372,78198.64449295343,20288913
2024-06-21,76759.421875,77527.01609374999,76759.421875,77431.06681640625,17907523
2024-06-24,77335.109375,77622.95717664392,76279.66743563896,76471.56597006824,15454227
2024-06-25,77527.0078125,78486.50048344678,76855.36294283725,77335.10927831064,19088458
2024-06-26,78006.7578125,78102.70708410209,76663.46801007073,76855.36655327491,17783242
2024-06-27,78643.8046875,78643.8046875,77583.65535960477,78354.67305261949,11739720
2024-06-28,78547.4453125,78932.95424654908,77872.80467791412,78932.95424654908,9455929
2024-07-01,78836.5703125,79125.70198846271,78354.68418589547,78547.43863653729,11317202
2024-07-02,78836.5703125,79607.58811506724,78547.43863653729,79511.21088974633,14471904
2024-07-03,78836.5703125,79318.45643910453,78065.55250993276,79318.45643910453,11440328
2024-07-04,81535.140625,81631.51785978132,79414.84145981086,79896.72763371748,43857229
2024-07-05,83944.5546875,83944.5546875,82113.38759328358,82498.89645522389,45791193
2024-07-08,84233.6875,85390.21410183066,83751.80141590389,84715.57358409611,24035809
2024-07-09,84619.1953125,85004.70417497153,83751.80037193907,84619.1953125,21336201
2024-07-10,84619.1953125,84811.94974373576,83944.55480317483,84426.44088126424,17813847
2024-07-11,84426.4453125,85582.97196061644,83559.05032641267,85293.84029858734,24677608
2024-07-12,81342.3671875,82980.7797967269,81053.2355505776,82788.02537211197,26344386
2024-07-15,83559.0546875,84137.31804173876,81053.24681913207,81631.51017337083,25193080
2024-07-16,84522.828125,84811.95980615736,83559.05585447549,83751.81030858039,16166688
2024-07-17,83559.0546875,84811.95862168397,83269.92301038062,83944.56359032584,18186490
2024-07-18,83751.8125,83751.8125,80764.11838319908,80764.11838319908,24721790
2024-07-19,81342.3671875,82980.7797967269,81053.2355505776,82498.89373518957,18569122
2024-07-22,79993.09375,81824.2609563253,79607.58486445784,81342.37484939759,18987560
2024-07-23,80860.484375,81631.50210443982,80378.59829410013,81149.61602353993,15766389
2024-07-24,79029.3203125,80282.22417111282,78932.94309260671,79896.71529153964,16939083
2024-07-25,77487.28125,78065.54454291044,77198.14960354478,77487.28125,20323811
2024-07-26,77969.1640625,78354.67290829727,77487.27800525339,77776.40963960136,14508334
2024-07-29,78258.3046875,79029.3224676724,78161.92746497845,78643.8135775862,12797136
2024-07-30,78065.5546875,78065.5546875,77101.78240740742,77487.29131944444,13169636
2024-07-31,80860.484375,80860.484375,77969.16788960072,78258.29953814065,20744323
2024-08-01,80089.4609375,82980.77721683212,80089.4609375,82884.40000752106,20900338
2024-08-02,76716.2578125,78451.04756202889,76619.88060419283,78065.53872880025,25800275
2024-08-05,68813.3359375,74114.08310355392,67656.80928308824,73921.32866115196,54608790
2024-08-06,69873.484375,72572.0465301724,69680.72993534482,72186.53765086207,47295226
2024-08-07,71993.7734375,73246.67712516733,70162.60650937082,70355.3609228581,32710428
2024-08-08,70740.875,71222.7610694823,69873.48007493188,70548.12057220709,28414729
2024-08-09,71993.7734375,73053.92271168005,71511.88740378179,72957.54550493641,16388222
2024-08-12,72764.7890625,73150.29787872516,72090.14863410596,72475.65745033113,9839259
2024-08-13,73343.0625,73824.94858738502,72764.79919513798,73728.57136990801,10716261
2024-08-14,74403.21875,74981.48210816062,74210.46429727979,74595.97320272021,13246168
2024-08-16,77294.53125,77294.53125,75848.87293485038,76523.5134819202,22061478
2024-08-19,75463.359375,77198.14924568965,75174.22772988505,77198.14924568965,14146565
2024-08-20,76041.625,76909.01996197719,75848.87056400508,76619.88830798479,10683836
2024-08-21,75463.359375,75752.49102011495,74981.47329980844,75077.85051484675,7805598
2024-08-22,75463.359375,76041.6226652299,74981.47329980844,75848.86823515326,8149101
2024-08-23,74885.09375,75559.73423423423,74692.33932593308,74885.09375,9420306
2024-08-26,73343.0625,75366.98406701708,73246.685282523,75270.60684954008,15655938
2024-08-27,73053.9375,73728.57808377309,72861.18304749341,72957.5602737467,11130145
2024-08-28,73632.1953125,73632.1953125,72668.4231225458,73053.93199852748,9794514
2024-08-29,71319.1484375,71993.7890308277,70837.26229940879,70933.63952702703,16884479
2024-08-30,71608.2734375,72282.91396786676,71415.51900025236,71704.65065612382,16358520
2024-09-02,71704.65625,71993.78792842742,70837.26121471774,71801.03347614247,12641376
2024-09-03,69873.484375,71608.27433189655,69873.484375,71415.51989224137,16314599
2024-09-04,67464.046875,68524.19618303572,67271.29245535714,67271.29245535714,27366563
2024-09-05,66500.28125,68620.58007246377,66500.28125,67560.43066123188,25686769
2024-09-06,66403.9140625,67174.9319326016,65536.5189586357,66596.6685300254,19022299
2024-09-09,65054.62890625,65729.26950231481,64187.23385416667,64476.36553819445,23263298
2024-09-10,63801.71484375,64861.86418405401,63608.96041824018,64572.73254578928,30651376
2024-09-11,62548.8125,63127.075789676426,61874.1719953775,62741.56692989214,35809707
2024-09-12,63898.1015625,64187.233243778275,62837.952064479636,63608.96988122172,35884106
2024-09-13,62066.93359375,63127.08308059977,61970.55636767275,62645.19695021351,25045135
2024-09-19,60814.02734375,62066.931235142634,59946.632342016645,61681.42234548336,49402713
2024-09-20,60717.65234375,62356.065184771825,60717.65234375,61488.67015128968,32746056
2024-09-23,60332.140625,61199.535618011185,59946.63173921725,60043.00896066294,28542376
2024-09-24,60910.40234375,61103.15678154668,60139.38459256329,60524.893468156646,26957500
2024-09-25,59946.62890625,61874.17324407154,59946.62890625,61488.66437650723,28652438
2024-09-26,62356.0625,62548.816943585785,61392.2902820711,61585.04472565688,37566015
2024-09-27,62221.34375,63384.35952102803,62221.34375,62705.933654595014,28433030
2024-09-30,59604.55859375,62318.26207444106,59604.55859375,62221.344092987805,32694163
2024-10-02,59410.7265625,59992.234489702285,58053.874732361335,58635.38265956362,28473536
2024-10-04,58732.30078125,59798.398650216586,58635.38279316213,59119.972733601484,24247578
2024-10-07,59119.96875,59992.2305840164,57666.19902663935,58344.62489754098,35066533
2024-10-08,58441.546875,59119.97279228856,58053.87492226368,58150.792910447766,27411786
2024-10-10,57084.6875,58344.621179966045,57084.6875,58247.70320458404,45262214
2024-10-11,57472.3671875,58247.71109559444,57181.61322196459,57278.531210476394,29623969
2024-10-14,57472.3671875,59313.80896922429,57569.28517601181,57666.20316452361,20886249
2024-10-15,59119.96875,59507.64067622951,58247.70691598361,59216.88673155738,22715239
2024-10-16,57666.19921875,58150.789128151264,57375.445273109246,57569.28123686975,23303268
2024-10-17,57860.03515625,58247.70708359506,57278.52726523241,57569.2812107412,23372873
2024-10-18,57375.4453125,58247.70715002112,57278.52733055321,58053.87118612754,14420260
2024-10-21,57181.61328125,57763.121212923725,56697.023338188555,57181.61328125,18514905
2024-10-22,55921.67578125,57084.69156872833,55921.67578125,56987.773586438474,27582527
2024-10-23,57278.52734375,58150.78918147208,55340.167704367595,55727.83963224408,27300780
2024-10-24,54855.57421875,56697.01575612853,54855.57421875,56406.26182917403,31499922
2024-10-25,54177.15234375,55146.33217100849,54080.23436102415,54274.07032647585,25829315
2024-10-28,56309.34765625,56697.01958503657,53983.316083530546,53983.316083530546,27775009
2024-10-29,57763.125,57763.125,55534.01111577181,56212.43708053691,28369314
2024-10-30,57278.52734375,57956.95321753384,56793.9374339044,57278.52734375,19838511
2024-10-31,57375.4453125,59313.80495143581,56503.18347497889,56697.01943887247,35809196
2024-11-01,56503.18359375,57763.11736170669,56309.347629448974,57181.6094688036,19083180
2024-11-04,56890.85546875,57569.281343164395,56600.1015225724,56793.9374866908,15586947
2024-11-05,55824.76171875,56309.35166422526,55437.08976236979,56018.5976969401,17484474
2024-11-06,55534.0078125,56212.43373691099,54564.82792048429,55824.76178010471,22092218
2024-11-07,55534.0078125,56309.35172611256,55049.41786649214,55146.33585569372,17043102
2024-11-08,55243.25390625,56503.18776726974,55243.25390625,56212.43379934211,13877396
2024-11-11,53304.88671875,55049.41028409091,53304.88671875,54952.49230823864,29811326
2024-11-12,51366.53125,52917.21898584906,51366.53125,52917.21898584906,37962881
2024-11-13,49040.50390625,51366.53571208004,48943.585914340416,50397.35579298419,52527995
2024-11-14,48362.078125,50203.51997745491,48362.078125,48652.83210170341,48510715
2024-11-15,51851.12109375,52529.54697721962,48749.74562646028,48749.74562646028,46774485
2024-11-18,54952.49609375,55727.83995397927,54177.15223352072,55243.250041335974,48095234
2024-11-19,54564.8203125,55727.83602075933,54177.14840974689,54758.65626387655,31539632
2024-11-20,53595.640625,54758.65633476492,53111.05074593129,54370.98443150995,20864667
2024-11-21,54661.74609375,55146.33604138963,53014.140271775264,53207.97625083112,19096850
2024-11-22,54274.0703125,54952.49619140625,54177.15232979911,54274.0703125,15281543
2024-11-25,56115.515625,56115.515625,54952.49975712435,55630.92568005181,36237325
2024-11-26,56503.18359375,57084.691486653086,55727.83973654589,56115.51166514794,23209405
2024-11-27,54564.8203125,56018.589947824155,54274.06638543517,55921.67197213588,21808387
2024-11-28,53789.48046875,54661.74231418919,53498.72652027027,54274.070382882885,20001134
2024-11-29,52529.55078125,53595.64867533441,52141.87881976476,53401.81269459179,24513531
2024-12-02,51948.03125,52723.375,51463.44140625,52626.45703125,22044867
2024-12-03,51948.03125,52723.375,51463.44140625,51463.44140625,23374603
2024-12-04,51463.44921875,51754.20316913842,50397.35140065913,50397.35140065913,29004766
2024-12-05,52044.9609375,52723.38687150838,51560.37098463687,51560.37098463687,23588277
2024-12-06,52432.62890625,52723.38285582255,51075.777141578095,52238.7929398683,22861874
2024-12-09,51754.203125,52917.21892556179,51560.3671582397,51851.121108380146,26227680
2024-12-10,52335.7109375,52820.30085358796,52044.956987847225,52820.30085358796,20783970
2024-12-11,52335.7109375,52529.54690393519,51754.20303819445,51948.03900462963,14565947
2024-12-12,54177.15234375,54758.6602401051,52238.792689233,52335.710671958856,33476698
2024-12-13,54370.98828125,54564.82424660205,53789.480385193856,54080.23433322193,15908823
2024-12-16,53886.3984375,54855.57826551259,53498.72650629497,54564.82431710881,15277277
2024-12-17,52529.55078125,53498.7306849631,52335.714800507376,53014.14073310655,20215230
2024-12-18,53207.97265625,53692.5625711521,52335.71080942623,52432.62879240665,13698937
2024-12-19,51463.44921875,52141.87510298964,51463.44921875,51851.12115260122,22481925
2024-12-20,51366.53125,51463.449233490566,50300.43343160377,51075.7772995283,24674774
2024-12-23,51851.12109375,52335.71101051402,51657.28512704439,51754.2031103972,13672650
2024-12-24,52723.38671875,52820.30470904182,51948.042796415444,52044.96078670726,11634677
2024-12-26,51948.03125,52917.2109375,51851.11328125,52820.29296875,10517075
2024-12-27,52399.83203125,52790.147353642926,51911.93787825885,52204.67437005354,10747196
2024-12-30,51911.9375,52692.56813909774,51814.35867011278,52009.516329887214,12624702
